"", "ID1", "Year", "ID2", "Latitude", "Longitude", "Elevation", "Tmax01", "Tmax02", "Tmax03", "Tmax04", "Tmax05", "Tmax06", "Tmax07", "Tmax08", "Tmax09", "Tmax10", "Tmax11", "Tmax12", "Tmin01", "Tmin02", "Tmin03", "Tmin04", "Tmin05", "Tmin06", "Tmin07", "Tmin08", "Tmin09", "Tmin10", "Tmin11", "Tmin12", "Tave01", "Tave02", "Tave03", "Tave04", "Tave05", "Tave06", "Tave07", "Tave08", "Tave09", "Tave10", "Tave11", "Tave12", "PPT01", "PPT02", "PPT03", "PPT04", "PPT05", "PPT06", "PPT07", "PPT08", "PPT09", "PPT10", "PPT11", "PPT12", "DD_0_01", "DD_0_02", "DD_0_03", "DD_0_04", "DD_0_05", "DD_0_06", "DD_0_07", "DD_0_08", "DD_0_09", "DD_0_10", "DD_0_11", "DD_0_12", "DD5_01", "DD5_02", "DD5_03", "DD5_04", "DD5_05", "DD5_06", "DD5_07", "DD5_08", "DD5_09", "DD5_10", "DD5_11", "DD5_12", "DD_18_01", "DD_18_02", "DD_18_03", "DD_18_04", "DD_18_04", "DD_18_05", "DD_18_06", "DD_18_07", "DD_18_08", "DD_18_09", "DD_18_10", "DD_18_11", "DD_18_12", "DD18_01", "DD18_02", "DD18_03", "DD18_04", "DD18_05", "DD18_06", "DD18_07", "DD18_08", "DD18_09", "DD18_10", "DD18_11", "DD18_12", "NFFD01", "NFFD02", "NFFD03", "NFFD04", "NFFD05", "NFFD06", "NFFD07", "NFFD08", "NFFD09", "NFFD10", "NFFD11", "NFFD12", "PAS01", "PAS02", "PAS03", "PAS04", "PAS05", "PAS06", "PAS07", "PAS08", "PAS09", "PAS10", "PAS11", "PAS12", "Eref01", "Eref02", "Eref03", "Eref04", "Eref05", "Eref06", "Eref07", "Eref08", "Eref09", "Eref10", "Eref11", "Eref12", "CMD01", "CMD02", "CMD03", "CMD04", "CMD05", "CMD06", "CMD07", "CMD08", "CMD09", "CMD10", "CMD11", "CMD12", "RH01", "RH02", "RH03", "RH04", "RH05", "RH06", "RH07", "RH08", "RH09", "RH10", "RH11", "RH12", "NA_L1NAME"
"420685", "ak042.crn", 1921, "TW-B", 65.366667, -144.066666, 945, -19.4, -12.7, -6.5, 6, 11.9, 18.6, 20.5, 17.6, 6.2, -3.2, -13.1, -10.2, -25.9, -22.2, -16.8, -9.8, -0.6, 6.8, 6.3, 4.5, -4.9, -10, -20, -17.2, -22.7, -17.4, -11.6, -1.9, 5.7, 12.7, 13.4, 11.1, 0.7, -6.6, -16.5, -13.7, 18, 15, 10, 12, 21, 58, 89, 62, 36, 39, 23, 27, 702, 489, 364, 96, 4, 0, 0, 0, 32, 201, 493, 426, 0, 0, 1, 8, 57, 231, 261, 187, 12, 2, 0, 0, 1257, 987, 921, 597, 597, 382, 156, 142, 216, 520, 764, 1035, 979, 0, 0, 0, 0, 1, 5, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 12, 29, 30, 28, 3, 1, 0, 0, 18, 15, 10, 11, 5, 0, 1, 2, 15, 36, 25, 26, 0, 0, 0, 0, 65, 92, 100, 67, 23, 0, 0, 0, 0, 0, 0, 0, 45, 34, 11, 5, 0, 0, 0, 0, 68, 57, 56, 44, 59, 63, 57, 59, 60, 71, 68, 79, "NORTHWESTERN FORESTED MOUNTAINS"
"420943", "ak042.crn", 1909, "TW-B", 65.366667, -144.066666, 945, -25.7, -15.9, -6.3, 1.7, 12.2, 17.9, 19.5, 15.4, 6.3, -3.8, -16.9, -17, -31.6, -27.2, -16.1, -12.5, 0.7, 5.3, 7.6, 3.4, -4.7, -13.3, -23.9, -22.1, -28.6, -21.6, -11.2, -5.4, 6.5, 11.6, 13.6, 9.4, 0.8, -8.6, -20.4, -19.6, 18, 14, 9, 13, 22, 68, 82, 79, 32, 37, 25, 26, 886, 604, 349, 181, 3, 0, 0, 0, 31, 224, 607, 606, 0, 0, 1, 3, 71, 199, 267, 134, 12, 1, 0, 0, 1441, 1104, 906, 701, 701, 358, 193, 137, 269, 517, 827, 1151, 1160, 0, 0, 0, 0, 1, 3, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 16, 28, 31, 26, 3, 0, 0, 0, 18, 14, 9, 13, 4, 1, 1, 5, 24, 36, 25, 26, 0, 0, 0, 0, 65, 91, 92, 60, 23, 0, 0, 0, 0, 0, 0, 0, 43, 23, 10, 0, 0, 0, 0, 0, 70, 48, 58, 46, 62, 61, 63, 62, 60, 60, 67, 72, "NORTHWESTERN FORESTED MOUNTAINS"
"421201", "ak042.crn", 1960, "TW-B", 65.366667, -144.066666, 945, -16.1, -5.5, -8.7, 4.2, 15.6, 17.8, 19, 15.3, 5.7, -2.5, -13.6, -10.1, -21.7, -13.7, -20.4, -9.5, 2.6, 5.5, 7.2, 5, -2.6, -9.6, -21.5, -14.6, -18.9, -9.6, -14.5, -2.6, 9.1, 11.6, 13.1, 10.2, 1.6, -6.1, -17.5, -12.4, 17, 15, 9, 12, 16, 62, 87, 101, 43, 38, 25, 25, 586, 267, 453, 114, 1, 0, 0, 0, 23, 193, 522, 385, 0, 1, 0, 6, 135, 200, 253, 157, 16, 2, 0, 1, 1141, 768, 1010, 619, 619, 278, 192, 148, 245, 494, 749, 1064, 937, 0, 0, 0, 0, 3, 3, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 22, 28, 31, 29, 7, 1, 0, 0, 17, 15, 9, 11, 1, 1, 1, 5, 19, 34, 27, 24, 0, 0, 0, 0, 76, 90, 90, 57, 20, 0, 0, 0, 0, 0, 0, 0, 61, 29, 3, 0, 0, 0, 0, 0, 73, 65, 50, 49, 59, 62, 63, 67, 70, 70, 63, 71, "NORTHWESTERN FORESTED MOUNTAINS"
"421459", "ak042.crn", 1942, "TW-B", 65.366667, -144.066666, 945, -8.3, -4.1, -6.7, 7.3, 17.1, 20.2, 20.9, 16.9, 10.5, -1.2, -15.3, -25.8, -14, -10.9, -17.7, -7.1, 3.4, 7, 7.7, 6.4, 1, -8.8, -22, -29.7, -11.2, -7.5, -12.2, 0.1, 10.2, 13.6, 14.3, 11.7, 5.7, -5, -18.7, -27.8, 17, 14, 10, 12, 19, 80, 65, 94, 29, 35, 28, 25, 348, 222, 381, 55, 0, 0, 0, 0, 4, 173, 556, 858, 1, 2, 1, 14, 169, 257, 288, 206, 57, 3, 0, 0, 903, 710, 938, 537, 537, 236, 137, 119, 198, 369, 716, 1099, 1413, 0, 0, 0, 0, 4, 7, 6, 2, 1, 0, 0, 0, 0, 0, 0, 1, 25, 29, 31, 30, 17, 1, 0, 0, 16, 14, 10, 9, 0, 0, 0, 3, 14, 36, 26, 25, 0, 0, 0, 37, 82, 101, 99, 61, 27, 0, 0, 0, 0, 0, 0, 25, 62, 21, 34, 0, 0, 0, 0, 0, 74, 71, 53, 49, 57, 59, 60, 67, 68, 68, 68, 75, "NORTHWESTERN FORESTED MOUNTAINS"
"421717", "ak043.crn", 1975, "TW-T", 65.366667, -144.066666, 945, -20.9, -10.8, -3.3, 5, 14.5, 18.4, 20.9, 16.3, 8.4, -3.6, -17.8, -21.5, -27.7, -21, -16.3, -8.7, 2, 5.9, 7.4, 3.7, -2.3, -12.6, -26.1, -27.7, -24.3, -15.9, -9.8, -1.9, 8.3, 12.2, 14.1, 10, 3, -8.1, -21.9, -24.6, 19, 14, 9, 12, 38, 77, 94, 94, 47, 35, 26, 24, 753, 446, 307, 94, 1, 0, 0, 0, 13, 220, 652, 761, 0, 0, 1, 8, 113, 216, 284, 153, 26, 1, 0, 0, 1307, 944, 863, 595, 595, 302, 176, 123, 249, 449, 813, 1197, 1316, 0, 0, 0, 0, 2, 4, 5, 1, 0, 0, 0, 0, 0, 0, 0, 1, 21, 28, 31, 27, 8, 0, 0, 0, 19, 14, 9, 11, 2, 1, 1, 5, 3, 33, 20, 25, 0, 0, 0, 0, 73, 93, 100, 63, 25, 0, 0, 0, 0, 0, 0, 0, 35, 17, 5, 0, 0, 0, 0, 0, 66, 55, 47, 50, 60, 61, 59, 60, 63, 62, 60, 73, "NORTHWESTERN FORESTED MOUNTAINS"
"422002", "ak043.crn", 1972, "TW-T", 65.366667, -144.066666, 945, -21.7, -15.3, -11.4, 1, 12.6, 19.1, 21.6, 18.9, 6.6, -0.3, -9, -14.7, -27.3, -25.5, -24.1, -14.3, -0.6, 5.7, 7.3, 5.7, -4.8, -8.7, -16.9, -21.1, -24.5, -20.4, -17.7, -6.7, 6, 12.4, 14.5, 12.3, 0.9, -4.5, -13, -17.9, 17, 15, 10, 12, 17, 75, 67, 39, 30, 39, 16, 25, 759, 572, 552, 209, 3, 0, 0, 0, 30, 163, 388, 556, 0, 0, 0, 2, 62, 222, 292, 227, 13, 3, 0, 0, 1313, 1071, 1110, 739, 739, 372, 170, 115, 178, 513, 701, 928, 1109, 0, 0, 0, 0, 1, 4, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 12, 28, 31, 29, 3, 1, 0, 0, 17, 15, 10, 12, 3, 1, 0, 1, 24, 42, 24, 29, 0, 0, 0, 0, 68, 97, 103, 70, 23, 0, 0, 0, 0, 0, 0, 0, 51, 22, 37, 32, 0, 0, 0, 0, 71, 53, 45, 42, 57, 59, 57, 59, 59, 65, 65, 71, "NORTHWESTERN FORESTED MOUNTAINS"
"422287", "ak043.crn", 1980, "TW-T", 65.366667, -144.066666, 945, -17.8, -4.2, -4.4, 7.2, 14.6, 19, 19, 15.8, 5.4, 0, -8.9, -25.4, -24.8, -11.5, -13.6, -5.7, 2.2, 7, 7.8, 5.1, -3.1, -6.6, -14.5, -29.3, -21.3, -7.9, -9, 0.7, 8.4, 13, 13.4, 10.5, 1.1, -3.3, -11.7, -27.3, 17, 14, 10, 12, 12, 44, 74, 95, 42, 32, 19, 23, 661, 231, 277, 45, 1, 0, 0, 0, 27, 135, 350, 845, 0, 2, 1, 17, 117, 239, 262, 167, 14, 5, 0, 0, 1216, 720, 840, 518, 518, 298, 150, 141, 235, 506, 664, 890, 1400, 0, 0, 0, 0, 2, 5, 4, 1, 0, 0, 0, 0, 0, 0, 0, 2, 21, 29, 31, 29, 6, 2, 0, 0, 17, 14, 10, 8, 1, 0, 1, 4, 8, 30, 21, 26, 0, 0, 0, 36, 73, 93, 89, 59, 20, 0, 0, 0, 0, 0, 0, 25, 61, 50, 14, 0, 0, 0, 0, 0, 66, 69, 61, 54, 60, 63, 65, 66, 69, 72, 75, 69, "NORTHWESTERN FORESTED MOUNTAINS"
"422572", "ak043.crn", 1999, "TW-T", 65.366667, -144.066666, 945, -18.2, -15.1, -6.8, 5.7, 12.6, 19.6, 19.1, 18.4, 9.2, -3.6, -12.4, -15.4, -24.6, -23.7, -18.4, -7.6, 0.3, 6.5, 7.3, 6.9, -1.6, -10.6, -20, -21.5, -21.4, -19.4, -12.6, -1, 6.4, 13, 13.2, 12.7, 3.8, -7.1, -16.2, -18.5, 16, 13, 9, 13, 20, 56, 53, 83, 27, 33, 16, 25, 663, 544, 393, 75, 3, 0, 0, 0, 9, 208, 483, 572, 0, 0, 0, 10, 71, 241, 257, 239, 32, 2, 0, 0, 1218, 1043, 950, 569, 569, 359, 149, 145, 167, 427, 781, 1025, 1126, 0, 0, 0, 0, 1, 5, 3, 3, 0, 0, 0, 0, 0, 0, 0, 1, 15, 29, 31, 30, 9, 0, 0, 0, 16, 13, 9, 11, 3, 0, 1, 2, 6, 32, 14, 24, 0, 0, 0, 0, 67, 99, 90, 66, 26, 0, 0, 0, 0, 0, 0, 0, 47, 42, 37, 0, 0, 0, 0, 0, 68, 60, 51, 52, 60, 59, 63, 64, 63, 70, 65, 76, "NORTHWESTERN FORESTED MOUNTAINS"
"422857", "ak043.crn", 1981, "TW-T", 65.366667, -144.066666, 945, -2, -8.6, -0.5, 5.1, 16.6, 17.4, 17, 15.1, 6.2, -2.8, -9.8, -14.9, -7.9, -16.1, -8.8, -9.3, 3.8, 5.2, 7.4, 4.6, -2, -7.6, -16, -19.4, -5, -12.3, -4.6, -2.1, 10.2, 11.3, 12.2, 9.9, 2.1, -5.2, -12.9, -17.2, 16, 14, 9, 11, 26, 55, 70, 71, 37, 40, 25, 23, 178, 348, 170, 100, 0, 0, 0, 0, 18, 178, 386, 533, 4, 1, 5, 7, 168, 190, 223, 149, 19, 3, 0, 0, 713, 846, 704, 603, 603, 237, 202, 181, 254, 476, 722, 926, 1086, 0, 0, 0, 0, 4, 2, 2, 1, 0, 0, 0, 0, 2, 0, 1, 1, 25, 28, 31, 28, 8, 1, 0, 0, 11, 14, 9, 11, 1, 1, 1, 4, 22, 30, 19, 23, 0, 0, 0, 0, 79, 89, 79, 57, 21, 0, 0, 0, 0, 0, 0, 0, 53, 34, 9, 0, 0, 0, 0, 0, 75, 67, 65, 48, 60, 62, 69, 66, 70, 79, 72, 80, "NORTHWESTERN FORESTED MOUNTAINS"
"423142", "ak043.crn", 1995, "TW-T", 65.366667, -144.066666, 945, -14.7, -8, -8.7, 11.9, 17.9, 21.1, 20.7, 16.4, 11.1, -1.4, -14.1, -16.4, -20.4, -18.3, -19.8, -3.9, 3.1, 6.1, 7.4, 5.2, 0.6, -9.2, -21.2, -20.7, -17.5, -13.2, -14.3, 4, 10.5, 13.6, 14.1, 10.8, 5.9, -5.3, -17.7, -18.5, 17, 15, 12, 11, 27, 73, 71, 131, 33, 37, 24, 24, 545, 370, 445, 15, 0, 0, 0, 0, 4, 180, 526, 575, 0, 0, 0, 44, 176, 257, 282, 178, 59, 3, 0, 0, 1099, 868, 1002, 421, 421, 231, 137, 125, 225, 365, 726, 1069, 1129, 0, 0, 0, 1, 5, 7, 5, 1, 1, 0, 0, 0, 0, 0, 0, 4, 24, 29, 31, 29, 16, 1, 0, 0, 17, 15, 12, 3, 1, 0, 1, 5, 15, 42, 31, 28, 0, 0, 0, 47, 86, 107, 99, 61, 28, 0, 0, 0, 0, 0, 0, 36, 59, 34, 28, 0, 0, 0, 0, 0, 73, 55, 52, 48, 54, 55, 59, 64, 65, 67, 67, 69, "NORTHWESTERN FORESTED MOUNTAINS"
"423427", "ak043.crn", 1946, "TW-T", 65.366667, -144.066666, 945, -14.7, -10.7, -10.1, 4.5, 13.6, 20.8, 20.7, 15.3, 7, 0.7, -14.7, -24.7, -19, -17.2, -20, -8.7, 1.9, 8.1, 8, 3.6, -2.3, -7.1, -22.1, -29.3, -16.8, -13.9, -15, -2.1, 7.8, 14.4, 14.4, 9.5, 2.4, -3.2, -18.4, -27, 16, 14, 9, 11, 30, 45, 91, 74, 28, 35, 22, 26, 523, 392, 469, 100, 1, 0, 0, 0, 17, 131, 547, 834, 0, 0, 0, 7, 100, 283, 289, 137, 21, 5, 0, 0, 1077, 890, 1026, 603, 603, 318, 118, 118, 266, 469, 659, 1090, 1390, 0, 0, 0, 0, 2, 10, 6, 1, 0, 0, 0, 0, 0, 0, 0, 1, 20, 30, 31, 26, 8, 2, 0, 0, 16, 14, 9, 10, 3, 0, 1, 4, 31, 34, 22, 25, 0, 0, 0, 0, 69, 101, 97, 60, 23, 0, 0, 0, 0, 0, 0, 0, 39, 57, 6, 0, 0, 0, 0, 0, 80, 71, 56, 51, 62, 61, 61, 62, 67, 68, 65, 85, "NORTHWESTERN FORESTED MOUNTAINS"
"423712", "ak043.crn", 1971, "TW-T", 65.366667, -144.066666, 945, -25.9, -11.4, -10.8, 3.5, 12, 21.2, 19.6, 14.8, 7.5, -2.7, -12.4, -17, -33, -20.7, -22.5, -10.6, 0, 5.6, 7.8, 4.3, -2.6, -11.5, -20.5, -22.9, -29.5, -16, -16.7, -3.6, 6, 13.4, 13.7, 9.5, 2.5, -7.1, -16.5, -20, 18, 15, 9, 12, 10, 32, 103, 77, 57, 42, 24, 29, 912, 451, 519, 137, 3, 0, 0, 0, 16, 208, 491, 618, 0, 0, 0, 5, 62, 251, 271, 139, 21, 2, 0, 0, 1466, 949, 1077, 647, 647, 373, 142, 134, 264, 466, 780, 1033, 1172, 0, 0, 0, 0, 1, 6, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 14, 28, 31, 28, 7, 0, 0, 0, 18, 14, 9, 11, 2, 0, 1, 4, 31, 40, 28, 28, 0, 0, 0, 0, 65, 108, 92, 57, 24, 0, 0, 0, 0, 0, 0, 0, 55, 76, 0, 0, 0, 0, 0, 0, 63, 58, 49, 47, 61, 53, 63, 66, 64, 63, 63, 65, "NORTHWESTERN FORESTED MOUNTAINS"
"423997", "ak043.crn", 1996, "TW-T", 65.366667, -144.066666, 945, -21.7, -9.8, -3.8, 6.6, 13.5, 19.3, 20.5, 14.5, 6, -7.7, -14.5, -17.8, -25.2, -18.1, -15.7, -9.3, 0, 4.8, 7.9, 3.6, -4.2, -17, -19.9, -23.2, -23.4, -14, -9.8, -1.3, 6.7, 12.1, 14.2, 9.1, 0.9, -12.4, -17.2, -20.5, 19, 16, 9, 11, 20, 62, 36, 48, 22, 37, 29, 29, 726, 393, 307, 82, 2, 0, 0, 0, 29, 379, 514, 636, 0, 0, 1, 9, 77, 212, 284, 125, 13, 0, 0, 0, 1280, 891, 863, 579, 579, 349, 179, 122, 279, 513, 945, 1056, 1190, 0, 0, 0, 0, 1, 3, 5, 1, 0, 0, 0, 0, 0, 0, 0, 1, 14, 27, 31, 27, 4, 0, 0, 0, 19, 16, 9, 10, 3, 1, 0, 3, 6, 36, 24, 24, 0, 0, 0, 0, 71, 100, 96, 57, 22, 0, 0, 0, 0, 0, 0, 0, 52, 38, 61, 9, 0, 0, 0, 0, 82, 63, 51, 44, 57, 55, 61, 65, 63, 59, 74, 79, "NORTHWESTERN FORESTED MOUNTAINS"
"424282", "ak043.crn", 1912, "TW-T", 65.366667, -144.066666, 945, -14.3, -4.9, -2.9, 7.5, 14.4, 15.7, 17.7, 15.8, 8.6, -0.7, -10.1, -15.4, -19, -13.5, -13.5, -8.1, 1.3, 3.9, 6.8, 2.8, -2.8, -9.4, -18, -21.1, -16.7, -9.2, -8.2, -0.3, 7.9, 9.8, 12.3, 9.3, 2.9, -5, -14, -18.2, 18, 15, 10, 12, 30, 57, 92, 83, 51, 37, 24, 27, 518, 259, 260, 63, 1, 0, 0, 0, 13, 174, 419, 565, 0, 1, 2, 12, 102, 146, 227, 132, 25, 3, 0, 0, 1072, 758, 814, 550, 550, 315, 247, 177, 271, 453, 717, 960, 1119, 0, 0, 0, 0, 2, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 19, 26, 30, 24, 7, 1, 0, 0, 17, 14, 10, 9, 2, 2, 2, 5, 11, 34, 25, 27, 0, 0, 0, 0, 73, 84, 84, 63, 26, 0, 0, 0, 0, 0, 0, 0, 43, 26, 0, 0, 0, 0, 0, 0, 77, 63, 56, 45, 58, 62, 66, 59, 60, 64, 65, 76, "NORTHWESTERN FORESTED MOUNTAINS"
"424567", "ak043.crn", 1952, "TW-T", 65.366667, -144.066666, 945, -21.4, -11.5, -6.9, 5.4, 9.1, 17.2, 18.8, 14.9, 5.5, 0.4, -3, -12.5, -27.7, -19.1, -17.1, -8.9, -2, 5.3, 8.1, 4, -2.8, -6.4, -8.7, -16.4, -24.6, -15.3, -12, -1.7, 3.5, 11.2, 13.5, 9.5, 1.4, -3, -5.8, -14.5, 19, 13, 10, 11, 17, 97, 102, 86, 68, 43, 29, 25, 760, 431, 375, 92, 12, 0, 0, 0, 25, 126, 194, 449, 0, 0, 1, 8, 29, 187, 264, 137, 15, 5, 3, 0, 1315, 929, 932, 592, 592, 449, 204, 140, 266, 499, 653, 715, 1002, 0, 0, 0, 0, 0, 2, 4, 1, 0, 0, 0, 0, 0, 0, 0, 1, 8, 28, 31, 27, 7, 2, 1, 0, 19, 13, 10, 10, 8, 1, 1, 5, 9, 39, 32, 26, 0, 0, 0, 0, 56, 88, 87, 58, 20, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 68, 65, 56, 48, 62, 62, 67, 65, 70, 72, 75, 70, "NORTHWESTERN FORESTED MOUNTAINS"
"424852", "ak043.crn", 1959, "TW-T", 65.366667, -144.066666, 945, -21.5, -5.4, -13.3, 3.6, 11.5, 19.5, 17, 14.9, 6.7, -3, -11.5, -18.3, -26.2, -13.6, -25.7, -9.9, 0.7, 6.1, 6.3, 3.7, -1.9, -11.4, -17.3, -24.3, -23.9, -9.5, -19.5, -3.2, 6.1, 12.8, 11.7, 9.3, 2.4, -7.2, -14.4, -21.3, 15, 17, 10, 11, 32, 46, 123, 92, 45, 34, 27, 24, 739, 265, 606, 126, 3, 0, 0, 0, 16, 210, 429, 659, 0, 1, 0, 5, 64, 234, 206, 132, 21, 1, 0, 0, 1293, 767, 1164, 634, 634, 369, 154, 197, 271, 468, 784, 970, 1213, 0, 0, 0, 0, 1, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 16, 29, 30, 27, 9, 0, 0, 0, 15, 17, 10, 10, 6, 0, 3, 6, 13, 39, 27, 25, 0, 0, 0, 0, 62, 99, 81, 58, 22, 0, 0, 0, 0, 0, 0, 0, 30, 53, 0, 0, 0, 0, 0, 0, 76, 65, 46, 49, 64, 59, 66, 64, 69, 65, 73, 76, "NORTHWESTERN FORESTED MOUNTAINS"
"425137", "ak043.crn", 1961, "TW-T", 65.366667, -144.066666, 945, -13.1, -13.7, -10.9, 2, 13.5, 18.1, 19.5, 15.6, 7.5, -5.3, -13.6, -26.2, -18, -21, -22.1, -11.4, 1, 6.4, 7.3, 4.8, -1.4, -12.8, -21.5, -30.7, -15.5, -17.4, -16.5, -4.7, 7.2, 12.2, 13.4, 10.2, 3.1, -9, -17.6, -28.4, 15, 14, 9, 13, 29, 121, 116, 112, 52, 41, 25, 27, 483, 487, 515, 165, 2, 0, 0, 0, 13, 227, 523, 878, 0, 0, 0, 3, 87, 218, 262, 158, 26, 1, 0, 0, 1037, 986, 1072, 679, 679, 335, 174, 141, 244, 448, 841, 1065, 1434, 0, 0, 0, 0, 2, 4, 4, 1, 0, 0, 0, 0, 0, 0, 0, 0, 17, 29, 31, 29, 10, 0, 0, 0, 15, 14, 9, 12, 3, 1, 1, 5, 21, 38, 25, 25, 0, 0, 0, 0, 70, 90, 92, 59, 23, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 77, 66, 51, 49, 60, 63, 62, 65, 69, 68, 64, 80, "NORTHWESTERN FORESTED MOUNTAINS"
"425422", "ak043.crn", 1994, "TW-T", 65.366667, -144.066666, 945, -14.2, -12.7, -6.9, 7.9, 15.9, 19.2, 22.9, 19.5, 7.4, -3.4, -12.6, -16.5, -19.4, -22.4, -15.3, -6, 2, 4.6, 8.4, 6.5, -3.2, -10.7, -20.3, -22.9, -16.8, -17.6, -11.1, 1, 8.9, 11.9, 15.6, 13, 2.1, -7, -16.5, -19.7, 16, 15, 10, 11, 23, 53, 68, 42, 33, 43, 31, 28, 522, 493, 347, 42, 1, 0, 0, 0, 19, 208, 491, 611, 0, 0, 1, 18, 132, 207, 330, 250, 19, 2, 0, 0, 1076, 992, 904, 511, 511, 281, 185, 85, 156, 477, 779, 1033, 1165, 0, 0, 0, 0, 3, 3, 12, 4, 0, 0, 0, 0, 0, 0, 0, 2, 21, 27, 31, 30, 6, 0, 0, 0, 16, 15, 10, 7, 1, 0, 0, 1, 19, 31, 44, 25, 0, 0, 0, 38, 79, 100, 108, 71, 24, 0, 0, 0, 0, 0, 0, 27, 56, 47, 40, 29, 0, 0, 0, 0, 76, 56, 63, 51, 56, 55, 57, 60, 62, 69, 65, 82, "NORTHWESTERN FORESTED MOUNTAINS"
"425707", "ak043.crn", 2005, "TW-T", 65.366667, -144.066666, 945, -15, -9.9, -2, 8, 16.7, 19.5, 18.8, 16.6, 8, -1.6, -15.7, -10.3, -20.8, -18.2, -10.7, -7.1, 4.3, 6.3, 7.5, 6, 0.8, -7.2, -21.2, -15.4, -17.9, -14, -6.4, 0.5, 10.5, 12.9, 13.2, 11.3, 4.4, -4.4, -18.4, -12.9, 17, 14, 10, 12, 18, 39, 115, 49, 38, 32, 22, 25, 555, 395, 217, 50, 0, 0, 0, 0, 7, 160, 549, 401, 0, 0, 3, 16, 177, 236, 254, 195, 39, 3, 0, 0, 1110, 893, 757, 527, 527, 230, 152, 147, 209, 408, 697, 1092, 953, 0, 0, 0, 0, 5, 5, 3, 2, 0, 0, 0, 0, 0, 0, 0, 1, 27, 29, 31, 30, 17, 2, 0, 0, 17, 14, 10, 8, 0, 0, 1, 2, 19, 32, 18, 26, 0, 0, 0, 38, 78, 98, 88, 61, 22, 0, 0, 0, 0, 0, 0, 27, 60, 59, 0, 12, 0, 0, 0, 0, 73, 63, 64, 47, 61, 59, 65, 66, 75, 76, 74, 76, "NORTHWESTERN FORESTED MOUNTAINS"
"425992", "ak043.crn", 1910, "TW-T", 65.366667, -144.066666, 945, -18.1, -15.5, -7.2, 6.5, 15.2, 17.8, 20.1, 16, 9.7, -2.7, -10.9, -17.7, -23.7, -25.7, -18.3, -9.1, 0.2, 5.6, 6, 1.5, -3, -11.9, -19.6, -23.8, -20.9, -20.6, -12.7, -1.3, 7.7, 11.7, 13.1, 8.7, 3.3, -7.3, -15.2, -20.7, 18, 14, 10, 12, 28, 68, 69, 65, 41, 37, 23, 26, 648, 577, 398, 81, 1, 0, 0, 0, 11, 212, 454, 641, 0, 0, 0, 9, 98, 203, 251, 117, 28, 1, 0, 0, 1203, 1076, 955, 578, 578, 320, 189, 149, 289, 440, 788, 996, 1196, 0, 0, 0, 0, 2, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 28, 30, 20, 6, 0, 0, 0, 18, 14, 10, 10, 2, 1, 1, 5, 18, 37, 25, 26, 0, 0, 0, 0, 78, 91, 98, 65, 28, 0, 0, 0, 0, 0, 0, 0, 50, 23, 29, 0, 0, 0, 0, 0, 73, 53, 53, 45, 53, 62, 57, 54, 57, 62, 61, 76, "NORTHWESTERN FORESTED MOUNTAINS"
"426277", "ak043.crn", 2001, "TW-T", 65.366667, -144.066666, 945, -6.1, -7, -5.2, 4.7, 10.5, 19.4, 18.1, 17, 11, -3.7, -12.7, -16.4, -12.7, -13.4, -16.4, -8.4, -0.7, 6.3, 8, 6.3, -2.1, -11.3, -18.4, -21.8, -9.4, -10.2, -10.8, -1.8, 4.9, 12.9, 13, 11.6, 4.4, -7.5, -15.5, -19.1, 17, 14, 9, 11, 14, 37, 101, 70, 27, 35, 18, 24, 294, 288, 337, 94, 6, 0, 0, 0, 7, 213, 463, 592, 1, 1, 1, 8, 45, 235, 250, 205, 39, 1, 0, 0, 849, 785, 894, 595, 595, 406, 153, 150, 199, 407, 793, 1005, 1145, 0, 0, 0, 0, 1, 5, 3, 2, 0, 0, 0, 0, 0, 0, 0, 1, 12, 29, 31, 30, 8, 0, 0, 0, 15, 14, 9, 10, 4, 0, 1, 2, 24, 32, 14, 22, 0, 0, 0, 0, 60, 98, 83, 62, 30, 0, 0, 0, 0, 0, 0, 0, 46, 61, 0, 0, 3, 0, 0, 0, 71, 72, 53, 51, 62, 59, 68, 66, 56, 68, 74, 72, "NORTHWESTERN FORESTED MOUNTAINS"
